measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1048.75,259.791,563.3906,1638.3906,2440.2569,73751
microtubule,2,3,827.1875,136.4085,393.3906,1060.3906,1971.0721,59571
microtubule,3,3,960.9688,222.8796,524.3906,1356.3906,2254.3697,68133
microtubule,1,1,80.1406,29.0121,31.3125,142.3125,380.8073,11509
microtubule,2,1,45.4531,22.8701,11.3125,106.3125,307.3524,9289
microtubule,3,1,63.5625,28.6949,14.3125,143.3125,345.7011,10448
microtubule,1,2,298.2812,25.9705,242.6875,361.6875,850.4221,25702
microtubule,2,2,267.6562,25.1535,214.6875,335.6875,785.5701,23742
microtubule,3,2,335.9844,38.9129,264.6875,421.6875,930.2629,28115
cytoplasm,1,3,205.0469,29.013,143.3906,274.3906,653.616,19754
cytoplasm,2,3,274.6875,24.0024,225.3906,332.3906,801.0882,24211
cytoplasm,3,3,187.7812,29.3109,125.3906,256.3906,617.054,18649
cytoplasm,1,1,30.1875,19.4932,0.3125,91.3125,275.0256,8312
cytoplasm,2,1,45.3281,16.4206,16.3125,108.3125,307.0877,9281
cytoplasm,3,1,23.7031,12.7312,0.3125,62.3125,261.2942,7897
cytoplasm,1,2,205.3438,29.013,143.6875,274.6875,653.616,19754
cytoplasm,2,2,274.9844,24.0024,225.6875,332.6875,801.0882,24211
cytoplasm,3,2,188.0781,29.3109,125.6875,256.6875,617.054,18649
